,ma_khach_hang,ngay_binh_luan,gio_binh_luan,ma_san_pham,word_pro3,so_sao,word_pro4,negative_words,negative_count,positive_words,positive_count,star_cleaned,joined_positive_words,joined_negative_words
9908,531,18/07/2021,11:52,253900003,nhẹ dịu_chất lỏng thẩm_thấu dầu nhạy_cảm ẩm tốt_bì m_phẩm hasaki không_hà hàng cực,5,nhẹ dịu chất lỏng thẩm thấu dầu nhạy cảm ẩm tốt bì m phẩm hasaki không hà hàng cực,[],0,"['nhẹ', 'tốt']",2,5,"nhẹ, tốt",
9909,269,1/7/2021,18:29,422206648,tuyệt_vời tẩy cảm_giác sảng_khoái mát_mẻ lắm cồn vói hỗn_hợp thiên_dầu mà_còn nhạy_cảm,5,tuyệt vời tẩy cảm giác sảng khoái mát mẻ lắm cồn vói hỗn hợp thiên dầu mà còn nhạy cảm,[],0,"['tuyệt vời', 'mát', 'hợp']",3,5,"tuyệt_vời, mát, hợp",
9910,1746,12/5/2023,8:38,100240016,chê mụn đầu đen rõ_rệt khít lỗ chân lông,5,chê mụn đầu đen rõ rệt khít lỗ chân lông,['chê'],1,[],0,5,,chê
9911,642,9/3/2024,17:07,100230064,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
9912,196,14/07/2022,19:39,100220035,hợp hạn_chế mụn_ẩn cồi_nhiên thử hàm đêm không_thấy hiện_tượng hẵng hợp hợp,5,hợp hạn chế mụn ẩn cồi nhiên thử hàm đêm không thấy hiện tượng hẵng hợp hợp,['hạn chế'],1,"['hợp', 'hợp', 'hợp']",3,5,"hợp, hợp, hợp",hạn_chế
9913,2657,19/09/2022,12:09,422203776,bịch dày_bịch mỏng dính không_hiểu nổi,2,bịch dày bịch mỏng dính không hiểu nổi,[],0,[],0,1,,
9914,86,12/4/2023,15:49,422204795,dịu nhẹ lắm_hợp,5,dịu nhẹ lắm hợp,[],0,"['dịu nhẹ', 'hợp']",2,5,"dịu_nhẹ, hợp",
9915,3217,29/10/2024,12:55,201600072,không_hợp nguyên vỏ hộp,5,không hợp nguyên vỏ hộp,['không hợp'],1,['hợp'],1,5,hợp,không_hợp
9916,2400,27/04/2023,15:29,422205162,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
9917,761,17/03/2022,8:50,422214147,lành_tính hợp dầu mụn giá mềm thích dạng hạt sạch,5,lành tính hợp dầu mụn giá mềm thích dạng hạt sạch,[],0,"['hợp', 'thích']",2,5,"hợp, thích",
9918,200,20/06/2022,17:29,422208807,hàng_không tặng,5,hàng không tặng,[],0,[],0,5,,
9920,687,1/5/2023,10:01,422205164,dễ_dàng thư_dàng tột_đột thoải_mái,5,dễ dàng thư dàng tột đột thoải mái,[],0,"['dễ dàng', 'thoải mái']",2,5,"dễ_dàng, thoải_mái",
9921,1784,28/01/2021,13:54,100220035,hài_lòng đỡ mụn hẳn,5,hài lòng đỡ mụn hẳn,[],0,['hài lòng'],1,5,hài_lòng,
9922,1199,11/1/2022,22:20,422215804,đỉnh chóp chất_lỏng sữa_xài êm khả_năng kiềm kháng cực tốt quên bôi chống nắng tầm thành_nguyên chảy dầu kết chống nắng chân_ái kiềm_dầu tối không_điêu_đâu đầu bóng_bóng tầm set lớp mịn_màng chất mỏng không_bí_đâu không_lên mụn phân_vân mạnh_dạn liền không_hối_hận yêu,5,đỉnh chóp chất lỏng sữa xài êm khả năng kiềm kháng cực tốt quên bôi chống nắng tầm thành nguyên chảy dầu kết chống nắng chân ái kiềm dầu tối không điêu đâu đầu bóng bóng tầm set lớp mịn màng chất mỏng không bí đâu không lên mụn phân vân mạnh dạn liền không hối hận yêu,"['bóng', 'bóng', 'hối hận']",3,"['đỉnh', 'êm', 'tốt', 'chân ái', 'mịn', 'yêu']",6,5,"đỉnh, êm, tốt, chân_ái, mịn, yêu","bóng, bóng, hối_hận"
9923,1585,30/10/2023,12:08,422203807,ổn,5,ổn,[],0,['ổn'],1,5,ổn,
9924,1274,4/10/2023,14:43,422216603,dịu nhẹ sạch mùi thơm dễ_chịu đầu chuyển_hiệu,5,dịu nhẹ sạch mùi thơm dễ chịu đầu chuyển hiệu,[],0,"['dịu nhẹ', 'thơm', 'dễ chịu']",3,5,"dịu_nhẹ, thơm, dễ_chịu",
9925,336,28/02/2020,20:48,223600026,lắm,5,lắm,[],0,[],0,5,,
9926,975,15/04/2023,18:28,422210047,bình_thường dầu ngừa mụn mờ_nhạt lắm không_lại btp không_gây kích_ứng,2,bình thường dầu ngừa mụn mờ nhạt lắm không lại btp không gây kích ứng,[],0,[],0,1,,
9927,1432,26/10/2019,15:59,422211195,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
9928,2279,30/05/2024,15:21,422222786,dùng_tích đảm_bảo_nhiên thiết_kế dạng dẹp dùng_tích tràn cocoon cân_nhắc điều_chỉnh,5,dùng tích đảm bảo nhiên thiết kế dạng dẹp dùng tích tràn cocoon cân nhắc điều chỉnh,[],0,[],0,5,,
9929,2002,24/11/2022,21:30,422203145,mê ửng_hồng lấp_lánh nhẹ tự_nhiên chống nắng tốt dân văn_phòng,5,mê ửng hồng lấp lánh nhẹ tự nhiên chống nắng tốt dân văn phòng,[],0,"['nhẹ', 'tốt']",2,5,"nhẹ, tốt",
9931,408,11/4/2023,16:38,204900013,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
9932,1742,18/08/2023,9:13,100220035,tuyệt_vời mớu đêm đầu mịn hẳn sần_sùi sợi bã nhờn nhạy_cảm nhiễm coticoi lộ mao_mạch êm obgi tác_dụng nhsnh êm lỗ chân_lông xuất_sắc,5,tuyệt vời mớu đêm đầu mịn hẳn sần sùi sợi bã nhờn nhạy cảm nhiễm coticoi lộ mao mạch êm obgi tác dụng nhsnh êm lỗ chân lông xuất sắc,['nhờn'],1,"['tuyệt vời', 'mịn', 'êm', 'êm', 'xuất sắc']",5,5,"tuyệt_vời, mịn, êm, êm, xuất_sắc",nhờn
9933,2299,19/04/2018,5:01,100150059,giá rẻ_xài tốt mát xịt bông_tẩy cấp_nước sâu,5,giá rẻ xài tốt mát xịt bông tẩy cấp nước sâu,[],0,"['tốt', 'mát']",2,5,"tốt, mát",
9935,120,19/11/2023,14:22,205100146,tốt toàn,5,tốt toàn,[],0,['tốt'],1,5,tốt,
9936,1470,4/12/2021,12:51,204900159,kiềm dầu tốt lắm,5,kiềm dầu tốt lắm,[],0,['tốt'],1,5,tốt,
9937,220,18/01/2022,0:49,223600010,top thiên_khô thích nồng mùi cồn_xíu không_nhiều chấp_nhận nâng tông nhẹ chỗ chấm khô tán không_điều màu độ trắng vừa_phải trôi đánh_xíu phấn_phủ tự_nhiên,5,top thiên khô thích nồng mùi cồn xíu không nhiều chấp nhận nâng tông nhẹ chỗ chấm khô tán không điều màu độ trắng vừa phải trôi đánh xíu phấn phủ tự nhiên,"['nồng', 'mùi cồn']",2,"['thích', 'nhiều', 'nâng tông', 'nhẹ', 'trắng']",5,5,"thích, nhiều, nâng_tông, nhẹ, trắng","nồng, mùi_cồn"
9938,1377,23/01/2024,18:32,422205807,mặt_nạ mùi thơm nhẹ nhẹ dễ_chịu dưỡng chất,5,mặt nạ mùi thơm nhẹ nhẹ dễ chịu dưỡng chất,[],0,"['thơm', 'nhẹ', 'nhẹ', 'dễ chịu']",4,5,"thơm, nhẹ, nhẹ, dễ_chịu",
9939,4040,1/10/2020,16:33,365000016,tủ_lạnh đắp lắm,5,tủ lạnh đắp lắm,[],0,[],0,5,,
9940,845,12/7/2022,13:20,422214321,đánh liều matte trải_nghiệm review hợp treatment giá mềm không_nâng tone chất mỏng nhẹ thấm kiềm dầu tốt thiên_dầu hôm đi học chạy đi không_nắng lớp máy_lạnh tiếng đeo_khẩu suốt đổ_xíu dầu chỗ cánh mũi môi chống tạm ổn lười viết đlắm chống nắng ưng thời viết,5,đánh liều matte trải nghiệm review hợp treatment giá mềm không nâng tone chất mỏng nhẹ thấm kiềm dầu tốt thiên dầu hôm đi học chạy đi không nắng lớp máy lạnh tiếng đeo khẩu suốt đổ xíu dầu chỗ cánh mũi môi chống tạm ổn lười viết đlắm chống nắng ưng thời viết,['tạm'],1,"['hợp', 'nhẹ', 'tốt', 'ổn', 'ưng']",5,5,"hợp, nhẹ, tốt, ổn, ưng",tạm
9941,385,28/10/2023,10:08,422208975,bì_lạ made,5,bì lạ made,[],0,[],0,5,,
9942,857,29/04/2024,8:45,422204795,không_khô không,5,không khô không,[],0,[],0,5,,
9943,2653,19/08/2023,17:50,422203776,lắm,5,lắm,[],0,[],0,5,,
9944,1164,2/2/2023,20:52,249500007,tình_cờ khánh_bạn review thử kết_quả đam_mê dạng thấm tone nhẹ không_bết dính kiềm dầu tốt chống nắng cảm_giác cực_k dễ_chịu giá dạng tốn giá roche posay ổn hoài hoài,5,tình cờ khánh bạn review thử kết quả đam mê dạng thấm tone nhẹ không bết dính kiềm dầu tốt chống nắng cảm giác cực k dễ chịu giá dạng tốn giá roche posay ổn hoài hoài,[],0,"['đam mê', 'nhẹ', 'tốt', 'dễ chịu', 'ổn']",5,5,"đam_mê, nhẹ, tốt, dễ_chịu, ổn",
9945,2428,1/6/2021,23:24,422205160,thử bữa hàng tặng mịn ẩm sợ,5,thử bữa hàng tặng mịn ẩm sợ,['sợ'],1,['mịn'],1,5,mịn,sợ
9946,1552,1/5/2023,22:48,422209795,đắp mât mát,5,đắp mât mát,[],0,['mát'],1,5,mát,
9947,877,26/07/2023,21:17,422210980,nổi_bật cầu,3,nổi bật cầu,[],0,['nổi bật'],1,5,nổi_bật,
9948,695,29/04/2023,18:46,100230057,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
9949,2165,23/06/2024,12:49,100240016,không_hài_lòng,2,không hài lòng,['không hài lòng'],1,['hài lòng'],1,1,hài_lòng,không_hài_lòng
9950,2326,3/5/2023,19:38,308500009,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
9951,3601,24/02/2023,16:28,422218746,ưng mềm môi_dưỡng ổn,5,ưng mềm môi dưỡng ổn,[],0,"['ưng', 'ổn']",2,5,"ưng, ổn",
9952,1191,10/8/2024,0:20,422217992,lắm mặt_nạ mỏng ôm khít kích_ứng tróc đắp mát_mát không_bị rát,5,lắm mặt nạ mỏng ôm khít kích ứng tróc đắp mát mát không bị rát,['rát'],1,"['mát', 'mát']",2,5,"mát, mát",rát
9953,1310,25/03/2022,11:52,201600072,bết_rít cảm_giác mặt_tán đặc mặc_dù dầu,3,bết rít cảm giác mặt tán đặc mặc dù dầu,['bết rít'],1,[],0,1,,bết_rít
9954,816,23/02/2020,13:35,100230056,nước_tẩy ưng_ý dịu nhẹ thơm_thoảng mát không_kích_ứng không_ửng đỏ_tẩy sạch,5,nước tẩy ưng ý dịu nhẹ thơm thoảng mát không kích ứng không ửng đỏ tẩy sạch,[],0,"['ưng ý', 'dịu nhẹ', 'thơm', 'mát', 'tẩy sạch']",5,5,"ưng_ý, dịu_nhẹ, thơm, mát, tẩy_sạch",
9955,188,12/10/2022,15:28,422207413,shop kiểm_hàng hàng tốt chống nắng mùi nồng,1,shop kiểm hàng hàng tốt chống nắng mùi nồng,['mùi nồng'],1,['tốt'],1,1,tốt,mùi_nồng
9956,4435,23/11/2023,12:48,100210014,mềm mịn,4,mềm mịn,[],0,['mịn'],1,5,mịn,
9957,670,4/5/2023,13:51,204100019,mùi hương dễ_chịu mát ổn,5,mùi hương dễ chịu mát ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
9958,321,22/09/2020,19:19,205100137,dịu nhẹ lắm mặt_nhạy,5,dịu nhẹ lắm mặt nhạy,[],0,['dịu nhẹ'],1,5,dịu_nhẹ,
9959,241,16/10/2021,23:03,422204259,sạch ổn đổ dầu,4,sạch ổn đổ dầu,[],0,['ổn'],1,5,ổn,
9960,398,27/05/2023,8:16,422208972,hồi_kì đi liễu bác_sĩ cái_là dính ẩm_mịn dần khỏe hẳn mê,5,hồi kì đi liễu bác sĩ cái là dính ẩm mịn dần khỏe hẳn mê,[],0,['mịn'],1,5,mịn,
9961,2369,30/04/2023,11:24,308500037,kiềm dầu tốt cảm_giác thoải_mái,5,kiềm dầu tốt cảm giác thoải mái,[],0,"['tốt', 'thoải mái']",2,5,"tốt, thoải_mái",
9962,1788,28/11/2020,18:16,100220035,trưa hàng lắm giá_cả ủng_hộ hasaki,5,trưa hàng lắm giá cả ủng hộ hasaki,[],0,[],0,5,,
9963,2464,26/08/2019,11:03,308500004,tốt dầu,5,tốt dầu,[],0,['tốt'],1,5,tốt,
9964,346,12/10/2019,13:43,422208807,tẩy sạch mascara trôi siêu_lì maybelline_thích lắm hợp_lí,5,tẩy sạch mascara trôi siêu lì maybelline thích lắm hợp lí,[],0,"['tẩy sạch', 'thích', 'hợp']",3,5,"tẩy_sạch, thích, hợp",
9965,3721,17/07/2022,21:38,377400001,tẩy sạch không_hợp lắm mụn,4,tẩy sạch không hợp lắm mụn,['không hợp'],1,"['tẩy sạch', 'hợp']",2,5,"tẩy_sạch, hợp",không_hợp
9966,4281,29/10/2022,0:18,422207807,cảm_giác mát_lạnh bôi kiểu trôi nhẹ đi,5,cảm giác mát lạnh bôi kiểu trôi nhẹ đi,[],0,"['mát', 'nhẹ']",2,5,"mát, nhẹ",
9967,1185,25/06/2022,12:49,422217292,bôi không_bị vón ẩm kiềm dầu tốt_bôi không_vón thích,5,bôi không bị vón ẩm kiềm dầu tốt bôi không vón thích,"['vón', 'vón']",2,"['tốt', 'thích']",2,5,"tốt, thích","vón, vón"
9968,686,30/04/2023,18:39,200400003,thích_hasaki phẩm_tẩy,5,thích hasaki phẩm tẩy,[],0,['thích'],1,5,thích,
9969,1482,22/05/2021,10:34,422210784,dịu nhẹ,5,dịu nhẹ,[],0,['dịu nhẹ'],1,5,dịu_nhẹ,
9970,2885,27/01/2021,17:51,422202580,hợp tone_xí ổn shop hàng hàng cực,5,hợp tone xí ổn shop hàng hàng cực,[],0,"['hợp', 'ổn']",2,5,"hợp, ổn",
9971,1395,30/09/2021,11:50,422220469,căng mướt khít lỗ chân_lông dầu,5,căng mướt khít lỗ chân lông dầu,[],0,[],0,5,,
9972,3973,5/5/2022,12:37,422201366,hỗn_hợp thích đỡ đỏ đổ dầu lỗ chân_lông dùng_tích tiền,5,hỗn hợp thích đỡ đỏ đổ dầu lỗ chân lông dùng tích tiền,[],0,"['hợp', 'thích']",2,5,"hợp, thích",
9973,1120,19/04/2021,9:25,422201504,tuyệt_vời mặt_trời toner mặt_nạ bí_đao tặng sữa_rửa mặt_tẩy tặng hời,5,tuyệt vời mặt trời toner mặt nạ bí đao tặng sữa rửa mặt tẩy tặng hời,[],0,['tuyệt vời'],1,5,tuyệt_vời,
9974,77,12/12/2020,21:56,422211447,sạch,5,sạch,[],0,[],0,5,,
9975,1563,17/03/2022,13:36,211300007,không_thấy hạn,4,không thấy hạn,[],0,[],0,5,,
9976,692,30/04/2023,18:31,100230056,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
9977,2352,1/5/2023,10:05,422202253,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
9978,1394,26/04/2021,15:03,256700017,lỗi nghiêm_trọng,1,lỗi nghiêm trọng,['lỗi'],1,[],0,1,,lỗi
9979,211,23/03/2022,21:27,422211446,không_châm_chích mát_bạn không_điểm chống nắng,5,không châm chích mát bạn không điểm chống nắng,['châm chích'],1,['mát'],1,5,mát,châm_chích
9980,1381,3/3/2022,10:46,318900019,dầu mụn bình_thường bóng bóng tiết dầu_tạo lớp_màng khó_chịu khả_năng dịu phục_hồi,4,dầu mụn bình thường bóng bóng tiết dầu tạo lớp màng khó chịu khả năng dịu phục hồi,"['bóng', 'bóng', 'khó chịu']",3,[],0,5,,"bóng, bóng, khó_chịu"
9981,2670,28/12/2021,11:42,422203809,dập mép không_kĩ_hàng shipper,3,dập mép không kĩ hàng shipper,[],0,[],0,5,,
9982,3163,25/12/2022,8:17,345800001,nhạy_cảm kích_ứng lại_lại điện_thoại zalo,5,nhạy cảm kích ứng lại lại điện thoại zalo,[],0,[],0,5,,
9983,2371,29/04/2023,19:51,308500018,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
9984,1403,27/11/2020,14:57,422220469,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
9985,237,24/11/2021,11:12,422211446,hẹn đóng_gói lắm,5,hẹn đóng gói lắm,[],0,[],0,5,,
9986,182,15/09/2022,12:12,422208807,tẩy sạch toàn dầu_nhờn dầu lắm hôm vội kịp tẩy dầu lắm,5,tẩy sạch toàn dầu nhờn dầu lắm hôm vội kịp tẩy dầu lắm,['nhờn'],1,['tẩy sạch'],1,5,tẩy_sạch,nhờn
9987,679,1/5/2023,18:36,200400004,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
9988,689,30/04/2023,18:34,100230057,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
9989,3347,5/12/2023,11:46,422205152,trắng tươi trẻ,5,trắng tươi trẻ,[],0,['trắng'],1,5,trắng,
9990,708,28/04/2023,8:24,200400003,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
9991,286,28/05/2021,8:13,422206648,thíc,5,thíc,[],0,[],0,5,,
9992,1448,9/4/2023,20:45,422210784,dịu không_kích_ứng review ý_định đổi mặt_khác,5,dịu không kích ứng review ý định đổi mặt khác,[],0,[],0,5,,
9993,2193,15/03/2020,15:10,100240016,hàng không_hài_lòng,2,hàng không hài lòng,['không hài lòng'],1,['hài lòng'],1,1,hài_lòng,không_hài_lòng
9994,429,9/8/2024,8:10,204900013,chống nắng lảoch không_chê uoi dầu mụn_xài lắm không_bị bít_tắc cảm_giác nhờn mụn,5,chống nắng lảoch không chê uoi dầu mụn xài lắm không bị bít tắc cảm giác nhờn mụn,"['chê', 'nhờn']",2,[],0,5,,"chê, nhờn"
9995,2451,14/04/2020,22:13,308500013,mặt_nạ đầu sợ dị_ứng liều đắp thử ngờ,5,mặt nạ đầu sợ dị ứng liều đắp thử ngờ,"['sợ', 'dị ứng']",2,[],0,5,,"sợ, dị_ứng"
9996,2319,4/5/2023,16:34,422206537,mùi hương dễ_chịu mát ổn,5,mùi hương dễ chịu mát ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
9997,2429,1/6/2021,14:12,422205162,mặt_nạ giá rẽ tốt đắp lướt,5,mặt nạ giá rẽ tốt đắp lướt,[],0,['tốt'],1,5,tốt,
9998,182,13/08/2022,18:48,422213308,giá mụn mụn nhân tốt rõ_rệt mụn thâm tác_dụng chậm,5,giá mụn mụn nhân tốt rõ rệt mụn thâm tác dụng chậm,"['thâm', 'chậm']",2,['tốt'],1,5,tốt,"thâm, chậm"
9999,3784,10/12/2021,21:55,422204902,bộ_dưỡng đêm tặng mẫu thử trộm vía_hợp hiệu_quả,1,bộ dưỡng đêm tặng mẫu thử trộm vía hợp hiệu quả,[],0,"['hợp', 'hiệu quả']",2,1,"hợp, hiệu_quả",
10000,1,2/11/2024,0:29,422212331,không_bị dồn viền_ép kĩ không_bị không_quá cứng không_gây sát khó_chịu có_mặt mặt_sần tẩy_mặt skincare,5,không bị dồn viền ép kĩ không bị không quá cứng không gây sát khó chịu có mặt mặt sần tẩy mặt skincare,['khó chịu'],1,[],0,5,,khó_chịu
10001,2295,5/1/2020,21:39,100150059,giá bấm giỏ hàng,4,giá bấm giỏ hàng,[],0,[],0,5,,
10002,3938,5/11/2022,20:58,318900011,không_đặc_biệt ấn_tượng không_quá,3,không đặc biệt ấn tượng không quá,[],0,['ấn tượng'],1,5,ấn_tượng,
10003,2075,6/12/2020,14:32,249500028,thấm_sài tốt đợt mà_còn tặng scrunchies,5,thấm sài tốt đợt mà còn tặng scrunchies,[],0,['tốt'],1,5,tốt,
10005,812,18/05/2020,20:48,243300007,dày hút lắm hơi_nước tẩy rẻ không_bị dính,4,dày hút lắm hơi nước tẩy rẻ không bị dính,[],0,[],0,5,,
10006,2516,2/2/2023,18:32,204100019,dầu kiểm_dầu đỉnh,5,dầu kiểm dầu đỉnh,[],0,['đỉnh'],1,5,đỉnh,
10007,1729,20/11/2023,12:02,422206043,mùi dễ_chịu,5,mùi dễ chịu,[],0,['dễ chịu'],1,5,dễ_chịu,
10008,184,4/9/2022,19:53,205100146,tẩy sạch,5,tẩy sạch,[],0,['tẩy sạch'],1,5,tẩy_sạch,
10009,792,2/4/2021,0:30,308500013,ổn nhạy_cảm không_thích mùi hắc lắm,4,ổn nhạy cảm không thích mùi hắc lắm,"['không thích', 'hắc']",2,"['ổn', 'thích']",2,5,"ổn, thích","không_thích, hắc"
10010,2177,16/08/2021,19:03,211300002,đầu tập skincare ngại giá rẻ,5,đầu tập skincare ngại giá rẻ,[],0,[],0,5,,
10011,139,12/9/2023,14:58,422212330,tuần ưng_ý cocoon nước_tẩy dịu nhẹ bông_tẩy cảm_giác sạch mùi mùi chống nắng vón nhẹ không_mùi,4,tuần ưng ý cocoon nước tẩy dịu nhẹ bông tẩy cảm giác sạch mùi mùi chống nắng vón nhẹ không mùi,['vón'],1,"['ưng ý', 'dịu nhẹ', 'nhẹ']",3,5,"ưng_ý, dịu_nhẹ, nhẹ",vón
10012,840,30/04/2023,20:23,204100054,mùi hương dễ_chịu mát ổn,5,mùi hương dễ chịu mát ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
10013,237,24/11/2021,11:12,205100136,hẹn đóng_gói lắm,5,hẹn đóng gói lắm,[],0,[],0,5,,
10014,1139,19/03/2024,22:59,422218631,thích cực thất_vọng hẳn sướng lắm á_giờ viết rcm tiếp,5,thích cực thất vọng hẳn sướng lắm á giờ viết rcm tiếp,['thất vọng'],1,['thích'],1,5,thích,thất_vọng
